date,index,type,raw_emp,first_year_average,,,,,,,,,,,,,,,
"October, 2007",101.0,Educational services,2971.3,2941.65,,,,,,,,,,,,,,,
"November, 2007",100.8,Educational services,2965.8,2941.65,,,,,,,,,,,,,,,
"December, 2007",101.2,Educational services,2976.4,2941.65,,,,,,,,,,,,,,,
"January, 2008",101.6,Educational services,2987.6,2941.65,,,,,,,,,,,,,,,
"February, 2008",101.7,Educational services,2992.8,2941.65,,,,,,,,,,,,,,,
"March, 2008",102.1,Educational services,3002,2941.65,,,,,,,,,,,,,,,
"April, 2008",102.5,Educational services,3014.4,2941.65,,,,,,,,,,,,,,,
"May, 2008",102.8,Educational services,3023.2,2941.65,,,,,,,,,,,,,,,
"June, 2008",103.6,Educational services,3046.2,2941.65,,,,,,,,,,,,,,,
"July, 2008",104.2,Educational services,3065.4,2941.65,,,,,,,,,,,,,,,
"August, 2008",105.1,Educational services,3091.2,2941.65,,,,,,,,,,,,,,,
"September, 2008",104.4,Educational services,3069.9,2941.65,,,,,,,,,,,,,,,
"October, 2008",104.1,Educational services,3062.5,2941.65,,,,,,,,,,,,,,,
"November, 2008",104.2,Educational services,3064.7,2941.65,,,,,,,,,,,,,,,
"December, 2008",104.4,Educational services,3070.6,2941.65,,,,,,,,,,,,,,,
"January, 2009",105.1,Educational services,3091.7,2941.65,,,,,,,,,,,,,,,
"February, 2009",105.0,Educational services,3088.2,2941.65,,,,,,,,,,,,,,,
"March, 2009",104.8,Educational services,3082,2941.65,,,,,,,,,,,,,,,
"April, 2009",104.6,Educational services,3076.6,2941.65,,,,,,,,,,,,,,,
"May, 2009",104.8,Educational services,3083.1,2941.65,,,,,,,,,,,,,,,
"June, 2009",105.1,Educational services,3092.3,2941.65,,,,,,,,,,,,,,,
"July, 2009",104.9,Educational services,3085.1,2941.65,,,,,,,,,,,,,,,
"August, 2009",105.3,Educational services,3098,2941.65,,,,,,,,,,,,,,,
"September, 2009",104.5,Educational services,3073.9,2941.65,,,,,,,,,,,,,,,
"October, 2009",105.2,Educational services,3094.6,2941.65,,,,,,,,,,,,,,,
"November, 2009",105.3,Educational services,3097,2941.65,,,,,,,,,,,,,,,
"December, 2009",105.7,Educational services,3108.2,2941.65,,,,,,,,,,,,,,,
"January, 2010",105.6,Educational services,3106.1,2941.65,,,,,,,,,,,,,,,
"February, 2010",105.8,Educational services,3112.5,2941.65,,,,,,,,,,,,,,,
"March, 2010",106.5,Educational services,3131.8,2941.65,,,,,,,,,,,,,,,
"April, 2010",106.5,Educational services,3131.6,2941.65,,,,,,,,,,,,,,,
"May, 2010",106.8,Educational services,3142.5,2941.65,,,,,,,,,,,,,,,
"June, 2010",107.1,Educational services,3151.5,2941.65,,,,,,,,,,,,,,,
"July, 2010",107.6,Educational services,3164.5,2941.65,,,,,,,,,,,,,,,
"August, 2010",107.8,Educational services,3171.5,2941.65,,,,,,,,,,,,,,,
"September, 2010",106.9,Educational services,3146,2941.65,,,,,,,,,,,,,,,
"October, 2010",108.2,Educational services,3181.4,2941.65,,,,,,,,,,,,,,,
"November, 2010",108.7,Educational services,3196.5,2941.65,,,,,,,,,,,,,,,
"December, 2010",108.6,Educational services,3194.9,2941.65,,,,,,,,,,,,,,,
"January, 2011",109.4,Educational services,3219.6,2941.65,,,,,,,,,,,,,,,
"February, 2011",109.5,Educational services,3220.5,2941.65,,,,,,,,,,,,,,,
"March, 2011",109.2,Educational services,3211.8,2941.65,,,,,,,,,,,,,,,
"April, 2011",110.1,Educational services,3237.9,2941.65,,,,,,,,,,,,,,,
"May, 2011",109.7,Educational services,3227.9,2941.65,,,,,,,,,,,,,,,
"June, 2011",110.2,Educational services,3240.6,2941.65,,,,,,,,,,,,,,,
"July, 2011",110.3,Educational services,3244,2941.65,,,,,,,,,,,,,,,
"August, 2011",110.6,Educational services,3252.1,2941.65,,,,,,,,,,,,,,,
"September, 2011",111.0,Educational services,3264.7,2941.65,,,,,,,,,,,,,,,
"October, 2011",111.5,Educational services,3278.7,2941.65,,,,,,,,,,,,,,,
"November, 2011",112.2,Educational services,3299.8,2941.65,,,,,,,,,,,,,,,
"December, 2011",112.6,Educational services,3313.5,2941.65,,,,,,,,,,,,,,,
"January, 2012",112.6,Educational services,3311,2941.65,,,,,,,,,,,,,,,
"February, 2012",113.5,Educational services,3340.2,2941.65,,,,,,,,,,,,,,,
"March, 2012",113.7,Educational services,3345.3,2941.65,,,,,,,,,,,,,,,
"April, 2012",113.8,Educational services,3347,2941.65,,,,,,,,,,,,,,,
"May, 2012",114.0,Educational services,3353.8,2941.65,,,,,,,,,,,,,,,
"June, 2012",113.7,Educational services,3343.8,2941.65,,,,,,,,,,,,,,,
"July, 2012",113.7,Educational services,3344.8,2941.65,,,,,,,,,,,,,,,
"August, 2012",113.8,Educational services,3346.2,2941.65,,,,,,,,,,,,,,,
"September, 2012",114.2,Educational services,3359.8,2941.65,,,,,,,,,,,,,,,
"October, 2012",113.6,Educational services,3342.6,2941.65,,,,,,,,,,,,,,,
"November, 2012",113.3,Educational services,3331.5,2941.65,,,,,,,,,,,,,,,
"December, 2012",113.4,Educational services,3337.1,2941.65,,,,,,,,,,,,,,,
"January, 2013",113.2,Educational services,3330.9,2941.65,,,,,,,,,,,,,,,
"February, 2013",113.0,Educational services,3323.2,2941.65,,,,,,,,,,,,,,,
"March, 2013",113.4,Educational services,3337.3,2941.65,,,,,,,,,,,,,,,
"April, 2013",113.7,Educational services,3345.5,2941.65,,,,,,,,,,,,,,,
"May, 2013",114.3,Educational services,3363.2,2941.65,,,,,,,,,,,,,,,
"June, 2013",113.4,Educational services,3335.9,2941.65,,,,,,,,,,,,,,,
"July, 2013",114.3,Educational services,3362.1,2941.65,,,,,,,,,,,,,,,
"August, 2013",114.7,Educational services,3374.8,2941.65,,,,,,,,,,,,,,,
"September, 2013",114.3,Educational services,3361.4,2941.65,,,,,,,,,,,,,,,
"October, 2013",114.5,Educational services,3368.1,2941.65,,,,,,,,,,,,,,,
"November, 2013",114.8,Educational services,3377.3,2941.65,,,,,,,,,,,,,,,
"December, 2013",114.7,Educational services,3374.7,2941.65,,,,,,,,,,,,,,,
"January, 2014",115.0,Educational services,3384.3,2941.65,,,,,,,,,,,,,,,
"February, 2014",115.1,Educational services,3385.5,2941.65,,,,,,,,,,,,,,,
"March, 2014",115.4,Educational services,3393.9,2941.65,,,,,,,,,,,,,,,
"April, 2014",115.8,Educational services,3405.9,2941.65,,,,,,,,,,,,,,,
"May, 2014",115.9,Educational services,3408.9,2941.65,,,,,,,,,,,,,,,
"June, 2014",116.2,Educational services,3419.5,2941.65,,,,,,,,,,,,,,,
"July, 2014",116.1,Educational services,3416.5,2941.65,,,,,,,,,,,,,,,
"August, 2014",116.4,Educational services,3424.1,2941.65,,,,,,,,,,,,,,,
"September, 2014",117.1,Educational services,3443.6,2941.65,,,,,,,,,,,,,,,
"October, 2014",116.8,Educational services,3434.4,2941.65,,,,,,,,,,,,,,,
"November, 2014",116.7,Educational services,3433.3,2941.65,,,,,,,,,,,,,,,
"December, 2014",116.8,Educational services,3434.6,2941.65,,,,,,,,,,,,,,,
"January, 2015",116.5,Educational services,3427.1,2941.65,,,,,,,,,,,,,,,
"February, 2015",117.2,Educational services,3447.7,2941.65,,,,,,,,,,,,,,,
"March, 2015",117.4,Educational services,3452.7,2941.65,,,,,,,,,,,,,,,
"April, 2015",117.4,Educational services,3454.3,2941.65,,,,,,,,,,,,,,,
"May, 2015",117.3,Educational services,3450.3,2941.65,,,,,,,,,,,,,,,
"June, 2015",117.4,Educational services,3452.3,2941.65,,,,,,,,,,,,,,,
"July, 2015",117.7,Educational services,3461.6,2941.65,,,,,,,,,,,,,,,
"August, 2015",117.7,Educational services,3463.2,2941.65,,,,,,,,,,,,,,,
"September, 2015",118.0,Educational services,3471.5,2941.65,,,,,,,,,,,,,,,
"October, 2015",118.4,Educational services,3482.6,2941.65,,,,,,,,,,,,,,,
"November, 2015",118.5,Educational services,3485.6,2941.65,,,,,,,,,,,,,,,
"December, 2015",119.0,Educational services,3501.8,2941.65,,,,,,,,,,,,,,,
"January, 2016",118.5,Educational services,3484.4,2941.65,,,,,,,,,,,,,,,
"February, 2016",119.2,Educational services,3505.3,2941.65,,,,,,,,,,,,,,,
"March, 2016",119.4,Educational services,3513.7,2941.65,,,,,,,,,,,,,,,
"April, 2016",120.0,Educational services,3529.6,2941.65,,,,,,,,,,,,,,,
"January, 2007",98.5,Health care and social assistance,15499.1,15734.25833,,,,,,,,,,,,,,,
"February, 2007",98.8,Health care and social assistance,15539.6,15734.25833,,,,,,,,,,,,,,,
"March, 2007",99.0,Health care and social assistance,15581,15734.25833,,,,,,,,,,,,,,,
"April, 2007",99.4,Health care and social assistance,15634.5,15734.25833,,,,,,,,,,,,,,,
"May, 2007",99.6,Health care and social assistance,15676,15734.25833,,,,,,,,,,,,,,,
"June, 2007",100.0,Health care and social assistance,15727.8,15734.25833,,,,,,,,,,,,,,,
"July, 2007",100.2,Health care and social assistance,15765,15734.25833,,,,,,,,,,,,,,,
"August, 2007",100.5,Health care and social assistance,15807,15734.25833,,,,,,,,,,,,,,,
"September, 2007",100.7,Health care and social assistance,15847.8,15734.25833,,,,,,,,,,,,,,,
"October, 2007",100.9,Health care and social assistance,15877.7,15734.25833,,,,,,,,,,,,,,,
"November, 2007",101.1,Health care and social assistance,15908.3,15734.25833,,,,,,,,,,,,,,,
"December, 2007",101.4,Health care and social assistance,15947.3,15734.25833,,,,,,,,,,,,,,,
"January, 2008",101.6,Health care and social assistance,15991.2,15734.25833,,,,,,,,,,,,,,,
"February, 2008",101.8,Health care and social assistance,16024.8,15734.25833,,,,,,,,,,,,,,,
"March, 2008",102.1,Health care and social assistance,16065.9,15734.25833,,,,,,,,,,,,,,,
"April, 2008",102.4,Health care and social assistance,16110.5,15734.25833,,,,,,,,,,,,,,,
"May, 2008",102.6,Health care and social assistance,16143.5,15734.25833,,,,,,,,,,,,,,,
"June, 2008",102.8,Health care and social assistance,16175.9,15734.25833,,,,,,,,,,,,,,,
"July, 2008",103.0,Health care and social assistance,16211.4,15734.25833,,,,,,,,,,,,,,,
"August, 2008",103.3,Health care and social assistance,16246.3,15734.25833,,,,,,,,,,,,,,,
"September, 2008",103.4,Health care and social assistance,16274,15734.25833,,,,,,,,,,,,,,,
"October, 2008",103.6,Health care and social assistance,16302.4,15734.25833,,,,,,,,,,,,,,,
"November, 2008",103.8,Health care and social assistance,16334.9,15734.25833,,,,,,,,,,,,,,,
"December, 2008",104.0,Health care and social assistance,16369.3,15734.25833,,,,,,,,,,,,,,,
"January, 2009",104.2,Health care and social assistance,16389.3,15734.25833,,,,,,,,,,,,,,,
"February, 2009",104.3,Health care and social assistance,16418.1,15734.25833,,,,,,,,,,,,,,,
"March, 2009",104.4,Health care and social assistance,16431.3,15734.25833,,,,,,,,,,,,,,,
"April, 2009",104.5,Health care and social assistance,16445.8,15734.25833,,,,,,,,,,,,,,,
"May, 2009",104.9,Health care and social assistance,16499.1,15734.25833,,,,,,,,,,,,,,,
"June, 2009",105.0,Health care and social assistance,16520.9,15734.25833,,,,,,,,,,,,,,,
"July, 2009",105.1,Health care and social assistance,16543.4,15734.25833,,,,,,,,,,,,,,,
"August, 2009",105.4,Health care and social assistance,16582.1,15734.25833,,,,,,,,,,,,,,,
"September, 2009",105.6,Health care and social assistance,16619.4,15734.25833,,,,,,,,,,,,,,,
"October, 2009",105.8,Health care and social assistance,16646.6,15734.25833,,,,,,,,,,,,,,,
"November, 2009",106.0,Health care and social assistance,16671.7,15734.25833,,,,,,,,,,,,,,,
"December, 2009",106.1,Health care and social assistance,16692.3,15734.25833,,,,,,,,,,,,,,,
"January, 2010",106.2,Health care and social assistance,16713.7,15734.25833,,,,,,,,,,,,,,,
"February, 2010",106.3,Health care and social assistance,16727.3,15734.25833,,,,,,,,,,,,,,,
"March, 2010",106.5,Health care and social assistance,16762.9,15734.25833,,,,,,,,,,,,,,,
"April, 2010",106.6,Health care and social assistance,16770.8,15734.25833,,,,,,,,,,,,,,,
"May, 2010",106.7,Health care and social assistance,16791.9,15734.25833,,,,,,,,,,,,,,,
"June, 2010",106.8,Health care and social assistance,16804.5,15734.25833,,,,,,,,,,,,,,,
"July, 2010",106.9,Health care and social assistance,16814.8,15734.25833,,,,,,,,,,,,,,,
"August, 2010",107.1,Health care and social assistance,16844.7,15734.25833,,,,,,,,,,,,,,,
"September, 2010",107.1,Health care and social assistance,16855.2,15734.25833,,,,,,,,,,,,,,,
"October, 2010",107.3,Health care and social assistance,16889.2,15734.25833,,,,,,,,,,,,,,,
"November, 2010",107.5,Health care and social assistance,16920.1,15734.25833,,,,,,,,,,,,,,,
"December, 2010",107.7,Health care and social assistance,16940,15734.25833,,,,,,,,,,,,,,,
"January, 2011",107.6,Health care and social assistance,16933.8,15734.25833,,,,,,,,,,,,,,,
"February, 2011",107.7,Health care and social assistance,16943.6,15734.25833,,,,,,,,,,,,,,,
"March, 2011",107.8,Health care and social assistance,16965.5,15734.25833,,,,,,,,,,,,,,,
"April, 2011",108.0,Health care and social assistance,16999.9,15734.25833,,,,,,,,,,,,,,,
"May, 2011",108.2,Health care and social assistance,17023.3,15734.25833,,,,,,,,,,,,,,,
"June, 2011",108.4,Health care and social assistance,17051.4,15734.25833,,,,,,,,,,,,,,,
"July, 2011",108.6,Health care and social assistance,17086.7,15734.25833,,,,,,,,,,,,,,,
"August, 2011",108.8,Health care and social assistance,17113.8,15734.25833,,,,,,,,,,,,,,,
"September, 2011",109.0,Health care and social assistance,17150,15734.25833,,,,,,,,,,,,,,,
"October, 2011",109.1,Health care and social assistance,17173.5,15734.25833,,,,,,,,,,,,,,,
"November, 2011",109.3,Health care and social assistance,17192.7,15734.25833,,,,,,,,,,,,,,,
"December, 2011",109.4,Health care and social assistance,17214.1,15734.25833,,,,,,,,,,,,,,,
"January, 2012",109.7,Health care and social assistance,17259.7,15734.25833,,,,,,,,,,,,,,,
"February, 2012",110.0,Health care and social assistance,17311.8,15734.25833,,,,,,,,,,,,,,,
"March, 2012",110.2,Health care and social assistance,17346,15734.25833,,,,,,,,,,,,,,,
"April, 2012",110.3,Health care and social assistance,17360.5,15734.25833,,,,,,,,,,,,,,,
"May, 2012",110.5,Health care and social assistance,17391.1,15734.25833,,,,,,,,,,,,,,,
"June, 2012",110.6,Health care and social assistance,17401.4,15734.25833,,,,,,,,,,,,,,,
"July, 2012",110.8,Health care and social assistance,17427.6,15734.25833,,,,,,,,,,,,,,,
"August, 2012",110.9,Health care and social assistance,17448.8,15734.25833,,,,,,,,,,,,,,,
"September, 2012",111.2,Health care and social assistance,17492.2,15734.25833,,,,,,,,,,,,,,,
"October, 2012",111.4,Health care and social assistance,17529.1,15734.25833,,,,,,,,,,,,,,,
"November, 2012",111.5,Health care and social assistance,17546.3,15734.25833,,,,,,,,,,,,,,,
"December, 2012",111.8,Health care and social assistance,17598.4,15734.25833,,,,,,,,,,,,,,,
"January, 2013",111.9,Health care and social assistance,17611.7,15734.25833,,,,,,,,,,,,,,,
"February, 2013",112.1,Health care and social assistance,17642.2,15734.25833,,,,,,,,,,,,,,,
"March, 2013",112.3,Health care and social assistance,17666.5,15734.25833,,,,,,,,,,,,,,,
"April, 2013",112.5,Health care and social assistance,17707.7,15734.25833,,,,,,,,,,,,,,,
"May, 2013",112.5,Health care and social assistance,17705.6,15734.25833,,,,,,,,,,,,,,,
"June, 2013",112.7,Health care and social assistance,17727.3,15734.25833,,,,,,,,,,,,,,,
"July, 2013",112.6,Health care and social assistance,17712,15734.25833,,,,,,,,,,,,,,,
"August, 2013",112.9,Health care and social assistance,17766.2,15734.25833,,,,,,,,,,,,,,,
"September, 2013",113.0,Health care and social assistance,17781.4,15734.25833,,,,,,,,,,,,,,,
"October, 2013",113.0,Health care and social assistance,17787.4,15734.25833,,,,,,,,,,,,,,,
"November, 2013",113.3,Health care and social assistance,17822,15734.25833,,,,,,,,,,,,,,,
"December, 2013",113.3,Health care and social assistance,17822.4,15734.25833,,,,,,,,,,,,,,,
"January, 2014",113.4,Health care and social assistance,17836,15734.25833,,,,,,,,,,,,,,,
"February, 2014",113.5,Health care and social assistance,17862,15734.25833,,,,,,,,,,,,,,,
"March, 2014",113.7,Health care and social assistance,17896,15734.25833,,,,,,,,,,,,,,,
"April, 2014",113.8,Health care and social assistance,17906.4,15734.25833,,,,,,,,,,,,,,,
"May, 2014",114.1,Health care and social assistance,17958.2,15734.25833,,,,,,,,,,,,,,,
"June, 2014",114.3,Health care and social assistance,17988.3,15734.25833,,,,,,,,,,,,,,,
"July, 2014",114.6,Health care and social assistance,18032.6,15734.25833,,,,,,,,,,,,,,,
"August, 2014",114.9,Health care and social assistance,18076.7,15734.25833,,,,,,,,,,,,,,,
"September, 2014",115.1,Health care and social assistance,18106.9,15734.25833,,,,,,,,,,,,,,,
"October, 2014",115.3,Health care and social assistance,18143.7,15734.25833,,,,,,,,,,,,,,,
"November, 2014",115.6,Health care and social assistance,18194.6,15734.25833,,,,,,,,,,,,,,,
"December, 2014",115.9,Health care and social assistance,18242.2,15734.25833,,,,,,,,,,,,,,,
"January, 2015",116.3,Health care and social assistance,18304.1,15734.25833,,,,,,,,,,,,,,,
"February, 2015",116.6,Health care and social assistance,18342.7,15734.25833,,,,,,,,,,,,,,,
"March, 2015",116.8,Health care and social assistance,18374.9,15734.25833,,,,,,,,,,,,,,,
"April, 2015",117.3,Health care and social assistance,18450.5,15734.25833,,,,,,,,,,,,,,,
"May, 2015",117.7,Health care and social assistance,18512,15734.25833,,,,,,,,,,,,,,,
"June, 2015",118.0,Health care and social assistance,18564.7,15734.25833,,,,,,,,,,,,,,,
"July, 2015",118.3,Health care and social assistance,18613.7,15734.25833,,,,,,,,,,,,,,,
"August, 2015",118.7,Health care and social assistance,18673.4,15734.25833,,,,,,,,,,,,,,,
"September, 2015",119.0,Health care and social assistance,18720.3,15734.25833,,,,,,,,,,,,,,,
"October, 2015",119.4,Health care and social assistance,18786.9,15734.25833,,,,,,,,,,,,,,,
"November, 2015",119.7,Health care and social assistance,18829.3,15734.25833,,,,,,,,,,,,,,,
"December, 2015",120.0,Health care and social assistance,18876,15734.25833,,,,,,,,,,,,,,,
"January, 2016",120.2,Health care and social assistance,18919.4,15734.25833,,,,,,,,,,,,,,,
"February, 2016",120.6,Health care and social assistance,18976.1,15734.25833,,,,,,,,,,,,,,,
"March, 2016",120.8,Health care and social assistance,19010.1,15734.25833,,,,,,,,,,,,,,,
"April, 2016",121.1,Health care and social assistance,19048.3,15734.25833,,,,,,,,,,,,,,,
"January, 2007",99.3,Leisure and hospitality,13338,13427.91667,,,,,,,,,,,,,,,
"February, 2007",99.5,Leisure and hospitality,13361,13427.91667,,,,,,,,,,,,,,,
"March, 2007",99.5,Leisure and hospitality,13363,13427.91667,,,,,,,,,,,,,,,
"April, 2007",99.6,Leisure and hospitality,13375,13427.91667,,,,,,,,,,,,,,,
"May, 2007",99.8,Leisure and hospitality,13404,13427.91667,,,,,,,,,,,,,,,
"June, 2007",99.9,Leisure and hospitality,13413,13427.91667,,,,,,,,,,,,,,,
"July, 2007",99.9,Leisure and hospitality,13417,13427.91667,,,,,,,,,,,,,,,
"August, 2007",99.9,Leisure and hospitality,13419,13427.91667,,,,,,,,,,,,,,,
"September, 2007",100.2,Leisure and hospitality,13461,13427.91667,,,,,,,,,,,,,,,
"October, 2007",100.5,Leisure and hospitality,13499,13427.91667,,,,,,,,,,,,,,,
"November, 2007",100.8,Leisure and hospitality,13535,13427.91667,,,,,,,,,,,,,,,
"December, 2007",100.9,Leisure and hospitality,13550,13427.91667,,,,,,,,,,,,,,,
"January, 2008",100.8,Leisure and hospitality,13542,13427.91667,,,,,,,,,,,,,,,
"February, 2008",100.9,Leisure and hospitality,13543,13427.91667,,,,,,,,,,,,,,,
"March, 2008",100.8,Leisure and hospitality,13531,13427.91667,,,,,,,,,,,,,,,
"April, 2008",100.6,Leisure and hospitality,13511,13427.91667,,,,,,,,,,,,,,,
"May, 2008",100.5,Leisure and hospitality,13498,13427.91667,,,,,,,,,,,,,,,
"June, 2008",100.4,Leisure and hospitality,13482,13427.91667,,,,,,,,,,,,,,,
"July, 2008",100.3,Leisure and hospitality,13463,13427.91667,,,,,,,,,,,,,,,
"August, 2008",100.0,Leisure and hospitality,13431,13427.91667,,,,,,,,,,,,,,,
"September, 2008",99.6,Leisure and hospitality,13379,13427.91667,,,,,,,,,,,,,,,
"October, 2008",99.4,Leisure and hospitality,13352,13427.91667,,,,,,,,,,,,,,,
"November, 2008",99.0,Leisure and hospitality,13300,13427.91667,,,,,,,,,,,,,,,
"December, 2008",98.7,Leisure and hospitality,13256,13427.91667,,,,,,,,,,,,,,,
"January, 2009",98.5,Leisure and hospitality,13222,13427.91667,,,,,,,,,,,,,,,
"February, 2009",98.3,Leisure and hospitality,13193,13427.91667,,,,,,,,,,,,,,,
"March, 2009",97.8,Leisure and hospitality,13127,13427.91667,,,,,,,,,,,,,,,
"April, 2009",97.2,Leisure and hospitality,13056,13427.91667,,,,,,,,,,,,,,,
"May, 2009",97.6,Leisure and hospitality,13106,13427.91667,,,,,,,,,,,,,,,
"June, 2009",97.4,Leisure and hospitality,13076,13427.91667,,,,,,,,,,,,,,,
"July, 2009",97.4,Leisure and hospitality,13078,13427.91667,,,,,,,,,,,,,,,
"August, 2009",97.2,Leisure and hospitality,13046,13427.91667,,,,,,,,,,,,,,,
"September, 2009",97.2,Leisure and hospitality,13054,13427.91667,,,,,,,,,,,,,,,
"October, 2009",96.8,Leisure and hospitality,12995,13427.91667,,,,,,,,,,,,,,,
"November, 2009",96.7,Leisure and hospitality,12986,13427.91667,,,,,,,,,,,,,,,
"December, 2009",96.4,Leisure and hospitality,12944,13427.91667,,,,,,,,,,,,,,,
"January, 2010",96.3,Leisure and hospitality,12932,13427.91667,,,,,,,,,,,,,,,
"February, 2010",96.3,Leisure and hospitality,12927,13427.91667,,,,,,,,,,,,,,,
"March, 2010",96.4,Leisure and hospitality,12943,13427.91667,,,,,,,,,,,,,,,
"April, 2010",96.7,Leisure and hospitality,12979,13427.91667,,,,,,,,,,,,,,,
"May, 2010",96.9,Leisure and hospitality,13012,13427.91667,,,,,,,,,,,,,,,
"June, 2010",97.1,Leisure and hospitality,13034,13427.91667,,,,,,,,,,,,,,,
"July, 2010",97.2,Leisure and hospitality,13048,13427.91667,,,,,,,,,,,,,,,
"August, 2010",97.4,Leisure and hospitality,13081,13427.91667,,,,,,,,,,,,,,,
"September, 2010",97.8,Leisure and hospitality,13137,13427.91667,,,,,,,,,,,,,,,
"October, 2010",97.8,Leisure and hospitality,13127,13427.91667,,,,,,,,,,,,,,,
"November, 2010",97.8,Leisure and hospitality,13126,13427.91667,,,,,,,,,,,,,,,
"December, 2010",98.0,Leisure and hospitality,13157,13427.91667,,,,,,,,,,,,,,,
"January, 2011",97.9,Leisure and hospitality,13149,13427.91667,,,,,,,,,,,,,,,
"February, 2011",98.2,Leisure and hospitality,13188,13427.91667,,,,,,,,,,,,,,,
"March, 2011",98.7,Leisure and hospitality,13247,13427.91667,,,,,,,,,,,,,,,
"April, 2011",99.0,Leisure and hospitality,13298,13427.91667,,,,,,,,,,,,,,,
"May, 2011",99.0,Leisure and hospitality,13293,13427.91667,,,,,,,,,,,,,,,
"June, 2011",99.4,Leisure and hospitality,13343,13427.91667,,,,,,,,,,,,,,,
"July, 2011",99.6,Leisure and hospitality,13370,13427.91667,,,,,,,,,,,,,,,
"August, 2011",99.8,Leisure and hospitality,13395,13427.91667,,,,,,,,,,,,,,,
"September, 2011",100.0,Leisure and hospitality,13426,13427.91667,,,,,,,,,,,,,,,
"October, 2011",100.3,Leisure and hospitality,13464,13427.91667,,,,,,,,,,,,,,,
"November, 2011",100.6,Leisure and hospitality,13511,13427.91667,,,,,,,,,,,,,,,
"December, 2011",100.8,Leisure and hospitality,13538,13427.91667,,,,,,,,,,,,,,,
"January, 2012",101.3,Leisure and hospitality,13598,13427.91667,,,,,,,,,,,,,,,
"February, 2012",101.6,Leisure and hospitality,13641,13427.91667,,,,,,,,,,,,,,,
"March, 2012",102.0,Leisure and hospitality,13702,13427.91667,,,,,,,,,,,,,,,
"April, 2012",102.0,Leisure and hospitality,13700,13427.91667,,,,,,,,,,,,,,,
"May, 2012",102.1,Leisure and hospitality,13704,13427.91667,,,,,,,,,,,,,,,
"June, 2012",102.1,Leisure and hospitality,13711,13427.91667,,,,,,,,,,,,,,,
"July, 2012",102.3,Leisure and hospitality,13743,13427.91667,,,,,,,,,,,,,,,
"August, 2012",102.8,Leisure and hospitality,13809,13427.91667,,,,,,,,,,,,,,,
"September, 2012",103.3,Leisure and hospitality,13873,13427.91667,,,,,,,,,,,,,,,
"October, 2012",103.4,Leisure and hospitality,13885,13427.91667,,,,,,,,,,,,,,,
"November, 2012",103.6,Leisure and hospitality,13912,13427.91667,,,,,,,,,,,,,,,
"December, 2012",104.1,Leisure and hospitality,13981,13427.91667,,,,,,,,,,,,,,,
"January, 2013",104.5,Leisure and hospitality,14032,13427.91667,,,,,,,,,,,,,,,
"February, 2013",104.9,Leisure and hospitality,14081,13427.91667,,,,,,,,,,,,,,,
"March, 2013",105.1,Leisure and hospitality,14111,13427.91667,,,,,,,,,,,,,,,
"April, 2013",105.4,Leisure and hospitality,14150,13427.91667,,,,,,,,,,,,,,,
"May, 2013",105.7,Leisure and hospitality,14198,13427.91667,,,,,,,,,,,,,,,
"June, 2013",106.2,Leisure and hospitality,14255,13427.91667,,,,,,,,,,,,,,,
"July, 2013",106.5,Leisure and hospitality,14296,13427.91667,,,,,,,,,,,,,,,
"August, 2013",106.7,Leisure and hospitality,14334,13427.91667,,,,,,,,,,,,,,,
"September, 2013",106.8,Leisure and hospitality,14340,13427.91667,,,,,,,,,,,,,,,
"October, 2013",107.2,Leisure and hospitality,14392,13427.91667,,,,,,,,,,,,,,,
"November, 2013",107.6,Leisure and hospitality,14443,13427.91667,,,,,,,,,,,,,,,
"December, 2013",107.7,Leisure and hospitality,14460,13427.91667,,,,,,,,,,,,,,,
"January, 2014",107.9,Leisure and hospitality,14494,13427.91667,,,,,,,,,,,,,,,
"February, 2014",108.1,Leisure and hospitality,14512,13427.91667,,,,,,,,,,,,,,,
"March, 2014",108.4,Leisure and hospitality,14561,13427.91667,,,,,,,,,,,,,,,
"April, 2014",108.8,Leisure and hospitality,14605,13427.91667,,,,,,,,,,,,,,,
"May, 2014",109.2,Leisure and hospitality,14662,13427.91667,,,,,,,,,,,,,,,
"June, 2014",109.4,Leisure and hospitality,14693,13427.91667,,,,,,,,,,,,,,,
"July, 2014",109.6,Leisure and hospitality,14714,13427.91667,,,,,,,,,,,,,,,
"August, 2014",109.7,Leisure and hospitality,14735,13427.91667,,,,,,,,,,,,,,,
"September, 2014",110.0,Leisure and hospitality,14771,13427.91667,,,,,,,,,,,,,,,
"October, 2014",110.4,Leisure and hospitality,14818,13427.91667,,,,,,,,,,,,,,,
"November, 2014",110.6,Leisure and hospitality,14856,13427.91667,,,,,,,,,,,,,,,
"December, 2014",111.0,Leisure and hospitality,14901,13427.91667,,,,,,,,,,,,,,,
"January, 2015",111.1,Leisure and hospitality,14924,13427.91667,,,,,,,,,,,,,,,
"February, 2015",111.6,Leisure and hospitality,14989,13427.91667,,,,,,,,,,,,,,,
"March, 2015",111.6,Leisure and hospitality,14989,13427.91667,,,,,,,,,,,,,,,
"April, 2015",111.8,Leisure and hospitality,15010,13427.91667,,,,,,,,,,,,,,,
"May, 2015",112.1,Leisure and hospitality,15059,13427.91667,,,,,,,,,,,,,,,
"June, 2015",112.4,Leisure and hospitality,15089,13427.91667,,,,,,,,,,,,,,,
"July, 2015",112.6,Leisure and hospitality,15125,13427.91667,,,,,,,,,,,,,,,
